price,FY,type
888000.0,0,1.0
888000.0,0,1.0
880000.0,0,0.0
880000.0,0,0.0
877000.0,0,0.0
855000.0,0,0.0
840000.0,0,1.0
770000.0,0,0.0
760000.0,0,0.0
725000.0,0,0.0
712500.0,0,0.0
625000.0,0,0.0
625000.0,0,1.0
1600000.0,0,0.0
1585000.0,0,0.0
1495000.0,1,0.0
1400000.0,1,0.0
1321000.0,1,0.0
1250000.0,0,0.0
1212000.0,1,0.0
1160000.0,1,0.0
1150000.0,1,0.0
1150000.0,1,0.0
1130000.0,1,0.0
1125800.0,1,0.0
1100000.0,1,0.0
1085000.0,1,1.0
1050000.0,1,0.0
1018000.0,1,0.0
997000.0,1,1.0
985000.0,0,1.0
950000.0,1,0.0
950000.0,1,0.0
945000.0,1,1.0
935000.0,1,0.0
928000.0,1,0.0
901000.0,1,0.0
900000.0,1,0.0
890000.0,0,0.0
890000.0,0,0.0
885000.0,0,0.0
855000.0,0,0.0
850000.0,1,0.0
850000.0,0,0.0
835000.0,1,0.0
820000.0,0,0.0
815000.0,0,1.0
811500.0,0,1.0
777000.0,0,1.0
750000.0,0,1.0
710000.0,1,0.0
575000.0,0,1.0
525000.0,1,1.0
495000.0,0,1.0
425000.0,0,1.0
400000.0,1,0.0
390000.0,1,1.0
380000.0,0,0.0
2260000.0,1,1.0
1532000.0,1,0.0
1460000.0,1,0.0
1450000.0,1,0.0
1430000.0,1,0.0
1365000.0,1,0.0
1330000.0,1,0.0
1326000.0,1,0.0
1300000.0,1,0.0
1285000.0,1,0.0
1270000.0,1,0.0
1261000.0,1,0.0
1210000.0,1,0.0
1150000.0,1,1.0
1150000.0,1,1.0
1100000.0,1,0.0
980000.0,1,1.0
980000.0,1,0.0
950000.0,1,1.0
950000.0,1,0.0
935950.0,1,1.0
935950.0,1,1.0
870000.0,1,0.0
850000.0,1,1.0
827500.0,1,1.0
815000.0,1,1.0
767500.0,1,1.0
620000.0,1,1.0
440000.0,1,0.0
400000.0,1,1.0
890000.0,0,0.0
729000.0,0,0.0
705000.0,0,0.0
688000.0,0,0.0
685000.0,0,1.0
684000.0,0,0.0
684000.0,0,0.0
650000.0,0,0.0
635000.0,0,0.0
630000.0,0,0.0
625000.0,0,0.0
615475.0,0,0.0
615000.0,0,0.0
602500.0,0,0.0
595000.0,0,1.0
590000.0,0,0.0
585000.0,0,0.0
585000.0,0,0.0
580000.0,0,1.0
565000.0,0,0.0
550500.0,0,0.0
548000.0,0,1.0
542000.0,0,0.0
541000.0,0,0.0
530000.0,0,0.0
527500.0,0,1.0
527000.0,0,1.0
525000.0,0,1.0
520000.0,0,1.0
520000.0,0,0.0
520000.0,0,1.0
520000.0,0,1.0
515000.0,0,0.0
515000.0,0,1.0
510000.0,0,0.0
506000.0,0,1.0
505000.0,0,0.0
501000.0,0,0.0
500000.0,0,0.0
500000.0,0,0.0
498000.0,0,1.0
498000.0,0,1.0
497500.0,0,0.0
495000.0,0,0.0
495000.0,0,0.0
495000.0,0,1.0
490000.0,0,1.0
490000.0,0,1.0
490000.0,0,1.0
490000.0,0,0.0
483000.0,0,1.0
475000.0,0,1.0
473000.0,0,0.0
470000.0,0,1.0
470000.0,0,1.0
465000.0,0,1.0
465000.0,0,1.0
455000.0,0,1.0
455000.0,0,1.0
452500.0,0,1.0
452000.0,0,1.0
450000.0,0,1.0
450000.0,0,0.0
450000.0,0,0.0
447000.0,0,1.0
425000.0,0,1.0
425000.0,0,1.0
420000.0,0,0.0
400000.0,0,0.0
400000.0,0,1.0
377500.0,0,1.0
370000.0,0,1.0
350000.0,0,1.0
337000.0,0,1.0
150000.0,0,0.0
1210000.0,1,0.0
1187500.0,1,0.0
1100000.0,1,0.0
1050000.0,1,0.0
895000.0,1,0.0
885000.0,1,0.0
872650.0,1,0.0
869000.0,1,0.0
845000.0,1,0.0
825000.0,1,0.0
825000.0,1,0.0
820000.0,0,0.0
815000.0,1,0.0
807000.0,1,0.0
791500.0,1,0.0
780000.0,1,0.0
780000.0,0,0.0
780000.0,1,0.0
776000.0,0,0.0
775000.0,1,0.0
770000.0,1,0.0
770000.0,1,0.0
735000.0,0,0.0
730000.0,1,0.0
727000.0,1,0.0
726000.0,0,0.0
706000.0,0,0.0
700000.0,1,0.0
700000.0,0,0.0
700000.0,1,0.0
680000.0,1,0.0
675000.0,0,0.0
670000.0,1,0.0
665124.0,1,0.0
665000.0,0,0.0
665000.0,1,0.0
655000.0,1,0.0
654500.0,0,0.0
650000.0,1,0.0
650000.0,0,0.0
650000.0,1,0.0
650000.0,1,0.0
650000.0,1,0.0
645000.0,1,0.0
640000.0,0,0.0
630000.0,1,0.0
630000.0,0,0.0
620000.0,0,0.0
615000.0,1,0.0
610000.0,0,0.0
610000.0,0,0.0
610000.0,1,1.0
610000.0,1,0.0
605150.0,1,0.0
595000.0,0,0.0
590000.0,1,0.0
585000.0,1,1.0
585000.0,1,0.0
